Block Type,96-Well 0.2-mL Block,,,,,,,,,,,
Chemistry,OTHER,,,,,,,,,,,
Date Created,2018-11-01 11:54:38 AM EDT,,,,,,,,,,,
Experiment Barcode,,,,,,,,,,,,
Experiment Comment,,,,,,,,,,,,
Experiment File Name,C:\Applied Biosystems\QuantStudio Design & Analysis Software\User Files\Scott\RT LAMP2.eds,,,,,,,,,,,
Experiment Name,RT LAMP,,,,,,,,,,,
Experiment Run End Time,2018-11-02 11:45:01 AM EDT,,,,,,,,,,,
Experiment Type,Custom,,,,,,,,,,,
Instrument Name,      272520984,,,,,,,,,,,
Instrument Serial Number,272520984,,,,,,,,,,,
Instrument Type,QuantStudio™ 5 System,,,,,,,,,,,
Passive Reference,FAM,,,,,,,,,,,
Post-read Stage/Step,"Stage 4, Step 1",,,,,,,,,,,
Pre-read Stage/Step,"Stage 1, Step 1",,,,,,,,,,,
Quantification Cycle Method,Ct,,,,,,,,,,,
Signal Smoothing On,true,,,,,,,,,,,
Stage/ Cycle where Ct Analysis is performed,"Stage3, Step1",,,,,,,,,,,
User Name,,,,,,,,,,,,
,,,,,,,,,,,,
Well,Well Position,Cycle,x1-m1,x1-m2,x2-m2,x2-m3,x3-m3,x3-m4,x4-m4,x4-m5,x5-m5,x5-m6
89,      H5,1,"19,231.158","16,353.833","2,229.836","1,479.184",988.591,"2,091.613","2,649.136","1,455.544","-2,376.093",-857.025
90,      H6,1,"38,116.273","22,028.094","3,220.863","2,331.522","2,183.335","5,273.831","7,004.177","3,191.559","2,724.791","1,676.987"
91,      H7,1,"1,483.224",-135.037,180.775,-288.220,369.359,"1,842.286","2,335.590","2,240.626","-1,952.843",-314.006
92,      H8,1,"-15,023.044","-5,426.297","-1,274.305",-896.030,"-1,287.765",-819.794,-756.874,242.713,"1,907.351",187.547
93,      H9,1,"7,424.304","6,316.880",967.633,513.541,139.858,360.752,521.734,242.143,"-3,224.057",-761.609
94,      H10,1,"80,328.719","50,068.945","7,081.756","5,208.082","4,568.491","5,544.870","5,255.405","1,980.191","2,857.397",871.903
95,      H11,1,"19,572.412","8,714.979","1,761.451","1,107.557",743.322,"1,321.971","3,520.156","1,678.413","2,643.460",-15.579
96,      H12,1,"31,623.773","20,275.648","2,369.142","1,553.863",420.404,"-1,166.519","-2,298.767","-1,058.176",-494.644,245.772
1,      A1,2,"16,063.164","7,569.942","1,002.559",863.791,778.350,"8,167.427","18,871.846","11,596.634",978.141,"1,785.870"
2,      A2,2,"10,093.409","9,819.304","1,566.594","1,817.423","3,384.343","10,696.583","17,642.994","11,567.395","-2,487.941",87.691
3,      A3,2,"8,523.054","8,049.087",181.666,611.565,574.107,"8,909.470","17,493.762","10,824.323","-4,089.010",801.313
4,      A4,2,"5,260.706","8,181.767",222.496,608.512,730.042,"9,442.276","18,561.309","10,230.929","-4,566.125",624.500
5,      A5,2,"122,510.336","65,094.977","7,129.487","5,144.739","3,474.770","14,499.886","25,044.791","14,677.159","8,474.508","3,624.753"
6,      A6,2,"25,079.467","13,191.021","1,471.772","1,048.226","1,277.049","10,722.160","21,447.783","12,754.032","2,995.527","2,403.413"
7,      A7,2,"14,924.143","-9,115.102","-1,173.132","-2,946.145","-5,106.443","6,172.909","19,012.496","11,995.314","7,688.303","3,575.880"
8,      A8,2,"32,305.506","10,360.641","-1,833.409","-2,597.886","-9,459.125","6,285.741","20,524.656","13,176.910","9,260.563","4,151.563"
9,      A9,2,"40,515.473","17,617.717","2,477.515","1,926.090","1,262.304","10,790.005","21,621.506","12,700.621","8,294.676","3,297.077"
10,      A10,2,"25,414.014","7,650.005","1,426.811",806.190,"1,102.438","10,218.345","21,140.756","12,918.950","9,743.095","3,865.907"
11,      A11,2,"64,188.133","24,868.875","3,193.756","2,460.128",998.798,"9,028.719","19,151.490","11,929.975","4,580.566","2,547.347"
12,      A12,2,"80,323.313","39,967.059","4,778.335","3,265.369","2,054.049","12,055.603","23,087.389","15,225.071","9,624.994","4,464.524"
13,      B1,2,"10,652.278","3,160.424",68.479,-161.431,311.126,"8,807.137","19,630.732","12,386.337","4,329.734","3,005.462"
14,      B2,2,"13,291.779","4,376.782",387.857,-582.114,-554.793,"7,929.818","19,115.041","12,241.555","3,268.028","1,550.528"
15,      B3,2,"6,991.987",-534.236,73.779,-200.151,297.538,"9,225.081","20,403.006","11,601.660","6,307.367","2,775.099"
16,      B4,2,"33,136.156","20,057.521","2,064.939","1,665.704","1,957.738","10,665.837","19,274.869","11,453.190",813.310,320.769
17,      B5,2,"48,955.215","24,938.553","3,667.551","2,745.778","2,290.685","12,935.991","20,758.756","12,820.134","1,405.792","2,651.258"
18,      B6,2,"7,298.960","4,587.633",350.435,71.753,669.646,"9,483.087","18,735.719","10,794.694",413.312,"1,199.381"
19,      B7,2,"13,527.505","10,682.283",822.427,-768.208,-979.827,"6,759.343","13,780.659","8,951.960","-2,661.570",168.963
20,      B8,2,"60,297.203","32,627.254","3,808.908","3,054.882","2,392.351","12,381.771","22,693.445","13,306.853","8,232.261","3,261.529"
21,      B9,2,"35,594.234","15,629.621","2,230.918","1,881.661","1,797.772","10,929.577","20,849.900","12,764.296","8,309.781","3,036.882"
22,      B10,2,"57,933.332","24,398.143","2,981.765","1,353.223","1,149.035","10,327.451","20,742.629","12,170.312","7,186.500","3,072.589"
23,      B11,2,"118,744.938","66,059.461","7,610.203","5,867.512","4,588.177","16,019.687","25,940.857","15,309.704","11,472.201","4,144.500"
24,      B12,2,"51,022.465","23,967.480","2,484.171","2,001.095","2,218.754","9,238.055","20,155.752","11,634.869","8,919.329","3,967.925"
25,      C1,2,"19,926.428","5,038.781",330.291,-449.343,-88.382,"10,993.837","24,400.490","15,548.395","8,160.740","3,177.495"
26,      C2,2,"7,210.377","1,562.141",140.863,-63.837,413.454,"9,611.365","19,835.234","11,896.886","4,547.806","1,998.855"
27,      C3,2,"-1,097.979","-3,903.412",-926.287,-668.147,386.375,"9,852.604","20,170.859","11,455.558","4,340.802","1,091.267"
28,      C4,2,"21,701.432","14,050.264","2,052.301","5,095.977","5,520.808","14,286.747","23,279.855","13,541.305","3,190.376","1,590.000"
29,      C5,2,"16,537.377","6,668.426",635.301,"1,368.779",956.396,"11,089.385","22,006.627","13,077.521","6,500.177","2,519.212"
30,      C6,2,"42,345.621","24,091.273","2,122.185","1,892.729","2,040.469","12,264.896","20,131.971","11,891.368","2,130.851","1,275.905"
31,      C7,2,"44,655.973","29,673.492","3,472.719","3,089.988","2,430.421","2,825.085","2,684.908","1,535.192",-136.823,58.068
32,      C8,2,"21,181.535","16,573.170","1,399.164","1,387.376","1,471.682","1,680.022",781.959,-55.308,"-3,360.669","-1,088.448"
33,      C9,2,"1,284.085","6,790.750",220.391,945.315,"1,048.229",665.182,"-1,187.255",-451.486,"-4,179.012","-1,458.601"
34,      C10,2,"43,820.863","29,376.555","3,444.629","3,356.803","2,633.018","2,506.133","3,712.263","1,103.697",820.790,856.940
35,      C11,2,"21,810.320","12,135.910","1,362.289","1,526.777",903.025,"1,688.680","2,730.577",706.273,"1,901.910",-12.964
36,      C12,2,"13,842.851","3,996.573","1,934.407","1,500.972",447.587,"1,315.172","1,980.325","1,425.744","1,399.862",-60.473
37,      D1,2,"4,469.253","3,005.734",-714.765,143.857,"-2,472.182",-624.481,347.744,659.472,"-1,843.142","-1,124.536"
38,      D2,2,"3,604.077","5,941.419",377.580,222.613,305.810,61.132,55.681,-437.775,"-3,287.122",-766.817
39,      D3,2,"10,531.920","9,213.288",596.161,660.755,53.245,585.573,-923.505,"-1,003.547","-4,615.284","-1,191.363"
40,      D4,2,"21,018.137","15,825.447","2,212.365","1,683.737","2,322.764","3,429.907","4,032.913","2,550.498",-161.316,749.180
41,      D5,2,"12,113.806","9,233.447","1,085.488","1,311.838","1,020.758","1,476.021","1,625.414",774.359,-435.421,211.700
42,      D6,2,"25,120.072","22,893.727","2,162.082","1,915.504","1,306.343","1,512.711",-281.364,249.170,"-3,950.928","-1,244.167"
43,      D7,2,"27,926.029","19,583.846","2,638.651","1,890.554","1,750.959","1,525.382",528.675,922.112,641.181,899.299
44,      D8,2,"16,200.465","10,428.396","1,644.731","1,431.707","1,103.214","1,089.968","1,550.100",792.013,-535.576,-81.266
45,      D9,2,"41,367.848","32,436.652","4,061.831","3,839.091","2,528.558","2,676.351","2,667.705","1,194.217",-220.901,85.565
46,      D10,2,"11,650.467",-785.254,"-1,271.651","-1,657.520","-2,103.045","-3,435.652","-3,444.878","-3,343.575","-3,342.233","-3,366.063"
47,      D11,2,"27,449.832","18,562.271","2,383.257","1,737.688","1,419.111","2,268.773","3,198.298",994.743,"1,610.991",679.272
48,      D12,2,"49,505.727","35,331.488","4,760.348","3,835.488","2,782.636","3,638.375","3,964.865","2,523.375",914.396,678.298
49,      E1,2,"21,872.693","12,080.818","1,678.099","1,524.302","1,197.412",965.988,"2,092.221",540.284,"1,658.042",868.255
50,      E2,2,"7,125.134","8,877.597",924.065,"1,187.867",772.312,"1,272.566","1,612.567",-77.392,"-2,212.961",-520.726
51,      E3,2,"12,385.164","15,107.204","1,520.097","1,724.112","1,131.482","1,229.695",-606.515,-808.617,"-5,204.931","-1,892.168"
52,      E4,2,"14,172.584","16,448.572","2,384.983","1,914.387","1,487.384","1,991.469",358.802,-128.044,"-4,437.713",-774.699
53,      E5,2,"22,464.693","15,753.203","1,866.164","1,977.453","1,117.802","1,718.788","1,657.779",828.369,479.453,575.631
54,      E6,2,"11,194.049","15,976.543","1,524.469",702.320,212.684,714.775,"-2,161.992",-982.664,"-5,653.163","-1,256.333"
55,      E7,2,"25,175.088","18,303.482","2,036.831","1,830.341","1,170.427","1,243.233","1,005.719",-68.754,"-1,022.641",-115.032
56,      E8,2,"11,110.204","9,142.945","1,051.914",524.131,806.370,"1,161.766",530.925,-92.844,"-1,305.288",146.907
57,      E9,2,"20,271.479","12,642.048","1,792.670","1,258.351",523.322,"1,133.983",693.748,210.188,-189.288,143.238
58,      E10,2,"11,790.312","12,321.389","1,958.566","2,113.166","1,919.429","2,151.477","1,233.803",806.065,"-1,686.504",-218.653
59,      E11,2,"12,360.672","8,898.290","3,557.401","12,979.661","19,509.627","28,993.279","36,251.047","9,151.463","1,873.474","1,117.736"
60,      E12,2,"19,130.043","10,868.862","1,520.822",906.035,589.577,"1,940.873","2,317.560",802.444,664.818,99.654
61,      F1,2,"15,256.837","8,153.860","1,783.143",659.264,337.564,"1,696.061","2,656.931",434.769,572.521,581.925
62,      F2,2,"9,027.078","7,824.841","1,108.503","1,242.568",701.275,"1,518.820",694.009,121.557,-431.283,-21.550
63,      F3,2,"1,902.496","2,332.954",208.867,-354.415,193.145,611.683,102.939,-429.931,-955.673,435.683
64,      F4,2,"10,885.456","9,641.690","1,205.629",962.938,691.750,"1,745.947","1,787.848",811.771,"-1,002.397",141.483
65,      F5,2,"28,005.637","21,078.471","2,986.459","4,530.906","4,538.467","7,256.117","8,347.639","2,992.235",852.136,785.657
66,      F6,2,"-8,095.380","-4,227.830",70.983,-477.905,148.704,154.607,573.065,-76.467,"-1,069.825",-48.171
67,      F7,2,"23,948.545","13,727.339","1,410.934","1,058.538",819.896,"1,266.510",732.717,499.606,"-1,050.382",-451.359
68,      F8,2,"14,846.114","10,771.501","1,417.678",729.036,630.600,835.179,"1,358.870",156.208,188.976,-525.636
69,      F9,2,"29,960.064","22,428.043","2,986.842","2,884.586","2,657.923","3,336.813","2,998.549",646.583,382.187,664.226
70,      F10,2,"37,275.500","26,985.012","3,000.604","3,430.329","2,665.908","3,774.675","4,256.703","2,193.768","1,198.136",588.172
71,      F11,2,"12,688.398","7,053.145","1,410.119",-175.576,"-1,230.737","-1,452.164","-1,652.070","-1,463.820","1,493.914",367.458
72,      F12,2,"57,598.980","35,464.316","4,728.922","3,524.724","2,220.508","2,958.052","3,364.418",775.104,"1,342.616",854.542
73,      G1,2,"26,818.033","16,627.838","1,918.673","2,209.847","1,774.677","2,285.011","3,403.532",760.650,"1,653.925","1,178.861"
74,      G2,2,"17,197.885","10,988.470","1,242.440","1,081.394",906.241,"2,262.717","2,091.812","1,351.902","-1,072.893",69.389
75,      G3,2,"-1,074.448","5,652.447",285.772,504.638,414.055,"1,073.521",-675.692,30.213,"-5,508.468","-1,021.116"
76,      G4,2,-43.583,"6,545.391",367.064,655.822,535.735,750.922,-225.010,-176.617,"-4,464.412",-445.456
77,      G5,2,"9,976.530","8,205.266",812.272,562.287,"1,465.052","1,529.210","2,936.328",754.057,-93.451,375.892
78,      G6,2,"23,325.900","19,593.373","2,557.602","2,256.405","2,038.911","1,770.177",964.181,680.382,"-2,589.067",-71.797
